CASE_NUMBER,CASE_RECEIVED_DATE,DECISION_DATE,WORK_STATE,PAID_WAGE_PER_YEAR,JOB_TITLE_SUBGROUP,order
I-200-13318-412265,11/14/2013,11/20/2013,NY,78000,business analyst,66042
I-200-13354-198535,12/20/2013,12/27/2013,NJ,78000,business analyst,66045
I-200-14071-279458,3/12/2014,4/9/2014,NY,78000,business analyst,66048
I-200-14121-463919,5/1/2014,5/7/2014,NY,78000,business analyst,66051
I-200-14164-922219,6/20/2014,6/26/2014,NY,78000,business analyst,66054
I-200-13240-238773,8/29/2013,9/9/2013,NY,78000,business analyst,66057
I-200-14084-782957,3/25/2014,3/31/2014,NJ,77700,business analyst,66060
I-200-13319-067662,11/15/2013,11/21/2013,NY,77630,business analyst,66063
I-200-13316-884193,11/12/2013,11/18/2013,WI,77626,software engineer,66066
I-200-14195-361962,7/14/2014,7/21/2014,WI,77626,software engineer,66069
I-200-13246-477149,9/3/2013,9/11/2013,WI,77626,software engineer,66072
A-14022-34933,5/28/2014,10/3/2014,NEW JERSEY,77626,business analyst,66075
A-14227-98602,8/25/2014,1/22/2015,NEW JERSEY,77626,business analyst,66078
A-14239-02079,8/27/2014,1/21/2015,NEW JERSEY,77626,business analyst,66081
I-200-13263-806598,10/1/2013,10/22/2013,NY,77626,business analyst,66084
I-200-13302-385530,10/29/2013,11/5/2013,NY,77626,business analyst,66087
I-200-14022-234985,1/22/2014,1/29/2014,NY,77626,business analyst,66090
I-200-14055-903439,2/24/2014,2/28/2014,NY,77626,business analyst,66093
I-200-14062-199725,3/3/2014,3/7/2014,NY,77626,business analyst,66096
I-200-14077-770451,3/18/2014,3/24/2014,NJ,77626,business analyst,66099
I-200-14115-994294,4/25/2014,5/1/2014,NJ,77626,business analyst,66102
I-200-14161-410667,6/10/2014,6/16/2014,NY,77626,business analyst,66105
I-200-13105-169414,4/15/2013,4/19/2013,TX,77626,business analyst,66108
I-200-13191-355442,7/10/2013,7/16/2013,NY,77626,business analyst,66111
I-203-14097-997167,4/7/2014,4/11/2014,NY,156000,business analyst,66114
I-200-13351-756939,12/17/2013,12/23/2013,NY,77625.6,data analyst,66117
I-200-13189-781545,7/8/2013,7/12/2013,NY,77625.6,business analyst,66120
I-200-14058-017332,3/7/2014,3/14/2014,CA,82000,business analyst,66123
I-200-11276-646562,10/5/2011,10/12/2011,MI,77605,software engineer,66126
I-200-10229-472920,8/17/2010,10/9/2012,CA,77600,software engineer,66131
I-200-10202-699568,7/21/2010,11/12/2012,CA,77600,software engineer,66134
I-200-13260-890672,9/17/2013,9/26/2013,NY,90000,software engineer,66137
I-200-13052-003401,2/21/2013,2/27/2013,WI,80000,software engineer,66140
I-200-13101-688616,4/11/2013,4/17/2013,WI,78000,software engineer,66143
I-200-12304-658631,10/30/2012,11/5/2012,WI,77584,software engineer,66146
I-200-12319-589292,11/14/2012,11/20/2012,WI,77584,software engineer,66149
I-200-13017-748462,1/17/2013,1/24/2013,WI,77584,software engineer,66152
I-200-13038-437698,2/7/2013,2/13/2013,WI,77584,software engineer,66155
I-200-13045-059928,2/14/2013,2/21/2013,WI,77584,software engineer,66158
I-200-13101-233721,4/11/2013,4/17/2013,WI,77584,software engineer,66161
I-200-13115-773156,4/25/2013,5/1/2013,WI,77584,software engineer,66164
I-200-13035-120355,2/4/2013,2/10/2014,NH,103700,assistant professor,66167
I-200-13085-567088,3/29/2013,4/4/2013,MA,77577,business analyst,66170
I-200-14318-477661,11/14/2014,11/20/2014,CA,115000,software engineer,66174
I-200-14273-824855,10/1/2014,10/7/2014,CA,105000,software engineer,66177
I-200-14250-715983,9/8/2014,9/12/2014,CA,105000,software engineer,66180
I-200-14255-900084,10/16/2014,10/22/2014,CA,98000,software engineer,66183
I-200-15045-121565,2/19/2015,2/25/2015,CA,91478,software engineer,66186
I-200-15009-951931,1/9/2015,1/15/2015,CA,90000,software engineer,66189
I-200-14297-349630,10/27/2014,10/31/2014,CA,89550,software engineer,66192
I-200-14335-240391,12/1/2014,12/5/2014,CA,87000,software engineer,66195
I-200-15076-486423,3/17/2015,3/23/2015,CA,85010,software engineer,66198
I-200-14261-633296,9/22/2014,11/18/2014,CA,81000,data analyst,66201
I-200-14282-559787,10/9/2014,10/16/2014,CA,80000,software engineer,66204
I-200-15047-685378,2/16/2015,2/22/2015,CA,79025,business analyst,66207
I-200-14275-382719,10/2/2014,10/8/2014,CA,77563,software engineer,66210
I-200-14356-374491,12/22/2014,12/30/2014,CA,77563,software engineer,66213
I-200-15015-269372,1/16/2015,1/23/2015,CA,77563,software engineer,66216
I-200-14238-858549,9/15/2014,9/19/2014,CA,77563,software engineer,66219
I-200-14350-789485,12/16/2014,12/19/2014,CA,61735,software engineer,66222
I-200-11299-888652,10/26/2011,11/1/2011,RI,102000,software engineer,66225
I-200-15058-488550,3/5/2015,3/11/2015,MA,90000,software engineer,66228
I-200-11243-462480,9/27/2011,10/3/2011,RI,83850,software engineer,66231
I-200-15023-091233,2/3/2015,2/3/2015,MA,78000,software engineer,66234
I-200-15074-080261,3/16/2015,3/20/2015,MA,77600,business analyst,66237
I-200-14323-499679,11/19/2014,11/25/2014,MA,77542,software engineer,66240
I-200-14253-352045,9/10/2014,9/17/2014,MA,77542,software engineer,66243
I-200-13065-422552,3/6/2013,3/12/2013,TN,77542,software engineer,66246
I-200-11285-122087,10/12/2011,10/18/2011,RI,77542,software engineer,66249
I-200-15082-533818,3/23/2015,3/27/2015,MA,77542,business analyst,66252
I-200-14092-540962,4/2/2014,4/9/2014,OR,118008,assistant professor,66255
I-200-14118-029868,4/28/2014,5/2/2014,OR,103005,assistant professor,66258
I-200-15058-617843,2/27/2015,3/5/2015,CA,86000,software engineer,66261
I-200-15070-416016,3/11/2015,3/18/2015,CA,85000,software engineer,66264
I-200-10089-480843,6/7/2013,6/13/2013,NC,85000,software engineer,66267
I-200-13158-748896,6/7/2013,6/13/2013,NC,80000,software engineer,66270
I-200-13162-139580,6/11/2013,6/17/2013,NC,78000,software engineer,66273
I-200-11039-527848,2/23/2011,1/9/2013,IL,77522,software engineer,66276
I-200-13155-544305,6/4/2013,6/10/2013,CA,95800,assistant professor,66279
I-200-11311-663392,11/7/2011,11/15/2011,AL,86664,software engineer,66282
I-200-13182-097742,7/10/2013,7/16/2013,TX,77501,software engineer,66285
I-200-15066-593158,3/13/2015,3/23/2015,KS,77500,data analyst,66288
I-200-14135-684971,5/16/2014,5/22/2014,OH,77493,assistant professor,66291
I-200-13326-258326,11/22/2013,11/29/2013,NY,77488,software engineer,66294
I-200-13326-790140,11/22/2013,11/29/2013,NJ,77488,software engineer,66297
I-200-13338-346159,12/4/2013,12/10/2013,NJ,77488,software engineer,66300
I-200-13338-720749,12/4/2013,12/10/2013,NY,77488,software engineer,66303
I-200-13338-813796,12/4/2013,12/10/2013,NJ,77488,software engineer,66306
I-200-14008-755514,1/8/2014,1/14/2014,NJ,77488,software engineer,66309
I-200-14036-669340,2/5/2014,2/7/2014,NY,77488,software engineer,66312
I-200-13233-683016,8/21/2013,8/28/2013,NY,77488,software engineer,66315
I-200-13259-334789,9/16/2013,9/24/2013,NJ,77488,software engineer,66318
I-200-13049-700428,2/19/2013,2/25/2013,PA,143520,management consultant,66321
I-200-14113-730152,4/29/2014,5/5/2014,WA,124571.2,management consultant,66324
I-200-13120-970687,4/30/2013,5/6/2013,MA,100000,business analyst,66327
I-200-12307-335166,11/2/2012,11/8/2012,MA,92000,business analyst,66330
I-200-13087-041276,4/2/2013,4/8/2013,MA,87340.76,data analyst,66333
I-200-13037-445965,2/12/2013,2/19/2013,PA,85000,business analyst,66336
I-203-13037-413190,2/6/2013,2/12/2013,MA,80000,software engineer,66339
I-203-13050-483535,2/19/2013,2/25/2013,MA,80000,software engineer,66342
I-200-12334-368238,11/29/2012,12/5/2012,MA,80000,business analyst,66345
I-200-13137-965134,5/17/2013,5/23/2013,MA,80000,business analyst,66348
I-200-13030-878386,6/4/2013,8/5/2014,MA,78000,business analyst,66351
I-200-13014-843890,1/14/2013,1/18/2013,MA,78000,business analyst,66354
I-200-14014-508221,2/12/2014,2/19/2014,WA,77500,business analyst,66357
I-200-14064-448422,3/11/2014,3/17/2014,WA,77500,business analyst,66360
I-200-13078-477297,3/19/2013,3/25/2013,MA,77500,business analyst,66363
I-200-13058-455387,3/13/2013,3/19/2013,MA,77480,software engineer,66366
I-200-13178-888312,6/28/2013,1/5/2015,NY,77480,management consultant,66369
I-200-13331-810783,12/3/2013,12/9/2013,WA,77480,business analyst,66372
I-200-12325-985614,11/20/2012,11/27/2012,PA,77480,business analyst,66375
I-200-13080-062246,3/21/2013,3/27/2013,PA,77480,business analyst,66378
I-200-13199-609644,7/18/2013,7/24/2013,WA,77480,business analyst,66381
I-200-13056-753275,2/25/2013,3/1/2013,NY,90000,assistant professor,66384
I-200-14195-695041,7/14/2014,7/18/2014,NY,85000,software engineer,66387
A-14309-22657,11/11/2014,5/6/2015,NEW YORK,77459,software engineer,66390
I-200-15042-020011,2/11/2015,2/18/2015,CT,77459,business analyst,66393
I-200-15057-708964,2/26/2015,3/6/2015,NY,65000,software engineer,66396
I-200-11294-743068,10/21/2011,10/27/2011,UT,79178,assistant professor,66399
I-200-13049-782666,2/20/2013,3/28/2013,AZ,88892.16,software engineer,66402
A-13032-37031,2/27/2013,11/19/2014,ARIZONA,77438,software engineer,66405
A-13033-37169,2/6/2013,3/10/2015,ARIZONA,77438,software engineer,66408
I-200-12306-982468,11/7/2012,11/15/2012,AZ,77438,software engineer,66411
I-200-13023-813052,1/28/2013,2/1/2013,AZ,77438,software engineer,66414
I-200-13039-329544,2/12/2013,2/19/2013,AZ,77438,software engineer,66417
I-200-13048-158839,2/22/2013,2/28/2013,AZ,77438,software engineer,66420
I-200-13074-277923,3/19/2013,3/25/2013,AZ,77438,software engineer,66423
I-200-13133-010442,5/20/2013,5/24/2013,AZ,77438,software engineer,66426
I-200-13067-111040,3/15/2013,6/17/2013,AZ,77438,software engineer,66429
I-200-13068-638641,3/13/2013,6/24/2013,AZ,77438,software engineer,66432
I-200-12362-921703,12/28/2012,12/31/2012,VA,96000,software engineer,66435
I-200-13085-052928,3/26/2013,4/1/2013,VA,90000,software engineer,66438
I-200-13105-500823,4/15/2013,8/8/2013,VA,84200,software engineer,66441
A-13268-00305,9/26/2013,4/27/2015,MARYLAND,77418,software engineer,66444
I-200-11109-444373,4/21/2011,5/24/2013,CA,77418,software engineer,66447
I-200-13158-114855,6/7/2013,6/13/2013,PA,80000,data analyst,66451
I-200-15064-210490,3/5/2015,3/11/2015,MA,95000,data scientist,66454
I-200-13094-650701,4/4/2013,4/10/2013,PA,92000,business analyst,66457
I-200-13094-233921,4/4/2013,4/10/2013,MI,80000,software engineer,66461
I-200-15069-197703,3/10/2015,3/16/2015,MA,80000,data scientist,66464
I-200-12310-703128,11/5/2012,11/9/2012,OH,77397,software engineer,66467
I-200-12318-391709,11/19/2012,11/26/2012,PA,77397,business analyst,66470
I-200-13049-927442,2/19/2013,2/25/2013,PA,143520,management consultant,66473
I-200-13093-940353,4/6/2013,5/10/2013,PA,82160,business analyst,66476
I-200-13338-197035,12/4/2013,12/10/2013,NJ,77380,software engineer,66479
I-200-15076-346414,3/17/2015,3/26/2015,NY,140000,software engineer,66482
I-200-15051-797855,2/26/2015,3/6/2015,NY,135000,software engineer,66485
I-200-15049-656040,2/22/2015,3/3/2015,NY,130000,software engineer,66488
I-200-15051-863956,2/27/2015,3/6/2015,NY,124000,software engineer,66491
I-200-15029-358985,2/23/2015,3/3/2015,NY,110000,software engineer,66494
I-200-15050-339870,2/26/2015,3/6/2015,NY,110000,software engineer,66497
I-200-15016-255222,2/10/2015,2/18/2015,NY,105000,software engineer,66500
I-200-15042-939185,2/16/2015,2/24/2015,NY,105000,software engineer,66503
I-200-15051-058453,2/22/2015,3/3/2015,NY,105000,software engineer,66506
I-200-15051-978758,2/22/2015,3/3/2015,NY,105000,software engineer,66509
I-200-15040-123881,2/9/2015,2/17/2015,NJ,77378,software engineer,66512
I-200-15041-730579,2/10/2015,2/19/2015,NY,77378,software engineer,66515
I-200-15041-982245,2/10/2015,2/18/2015,NJ,77378,software engineer,66518
I-200-13357-081512,12/27/2013,4/15/2014,MA,115000,business analyst,66521
I-200-13267-273155,9/24/2013,10/29/2013,MI,90000,software engineer,66524
I-200-13169-943445,6/18/2013,6/24/2013,IL,90000,software engineer,66527
I-200-13168-536948,6/17/2013,6/21/2013,MI,85425,software engineer,66530
I-200-12285-229239,10/11/2012,10/17/2012,MI,85000,software engineer,66533
I-200-13079-585962,3/20/2013,3/26/2013,MI,82000,software engineer,66536
I-200-12255-287078,9/13/2012,10/4/2012,MI,80000,software engineer,66539
I-200-13078-346225,3/19/2013,3/25/2013,MI,80000,software engineer,66542
A-13052-42205,5/1/2013,12/3/2014,MICHIGAN,78000,software engineer,66545
I-200-12298-409407,10/24/2012,10/30/2012,IL,77500,software engineer,66548
I-200-13142-114309,5/22/2013,5/24/2013,IL,77500,software engineer,66551
I-200-12350-254086,12/15/2012,1/10/2013,IL,77376,software engineer,66554
I-200-13036-824948,2/5/2013,2/11/2013,MI,77376,software engineer,66557
I-200-13170-255125,6/19/2013,6/25/2013,MI,77376,software engineer,66560
I-200-13155-969490,6/4/2013,6/10/2013,CT,120640,software engineer,66563
I-200-13020-372081,1/28/2013,2/1/2013,CT,90000,software engineer,66566
I-200-12272-738695,9/28/2012,10/4/2012,CT,85000,software engineer,66569
A-12289-07115,5/31/2013,2/6/2015,CONNECTICUT,78000,software engineer,66572
A-13156-69025,6/19/2013,1/27/2015,CONNECTICUT,78000,software engineer,66575
A-13179-76114,6/29/2013,2/10/2015,CONNECTICUT,78000,software engineer,66578
A-14155-74834,6/23/2014,11/13/2014,VIRGINIA,77355,business analyst,66581
I-200-13028-380804,1/28/2013,1/30/2013,NC,77347,software engineer,66584
I-200-15075-952329,3/16/2015,3/25/2015,CA,80000,software engineer,66587
I-200-14078-087065,3/19/2014,3/25/2014,CO,87360,business analyst,66590
I-200-13227-699251,8/15/2013,8/21/2013,CO,80000,business analyst,66593
I-200-14072-722964,3/13/2014,3/19/2014,CO,77334,business analyst,66596
I-200-14268-799805,9/25/2014,10/1/2014,CO,110000,software engineer,66599
I-200-11308-004498,11/4/2011,11/10/2011,NV,80330,software engineer,66602
I-200-13066-989668,3/13/2013,3/19/2013,CO,77314,software engineer,66605
I-200-13338-696347,12/4/2013,12/10/2013,MA,77298,software engineer,66609
I-200-14345-211675,12/15/2014,2/11/2015,MI,95004,software engineer,66612
I-200-15057-465342,3/11/2015,3/18/2015,MI,91500,software engineer,66615
I-200-15048-233550,3/2/2015,3/6/2015,MI,86200,software engineer,66618
I-200-15071-306571,3/12/2015,3/26/2015,MI,84000,software engineer,66621
I-200-15040-872012,2/9/2015,2/14/2015,MI,81161.6,software engineer,66624
I-200-14258-496632,9/18/2014,9/24/2014,MI,78259.5,software engineer,66627
I-200-14240-187762,8/28/2014,9/4/2014,MI,78000,software engineer,66630
I-200-14337-644899,12/5/2014,12/11/2014,MI,77293,software engineer,66633
I-200-12353-523115,12/18/2012,1/2/2013,MO,114000,assistant professor,66636
I-200-12276-150268,10/2/2012,10/9/2012,UT,85000,software engineer,66639
I-200-11311-844193,11/7/2011,11/15/2011,VA,77272,software engineer,66642
I-200-12314-882135,11/19/2012,11/26/2012,WI,96656,business analyst,66645
I-200-13016-761380,1/18/2013,1/25/2013,WI,87337,business analyst,66648
I-200-13143-602573,5/24/2013,9/18/2013,WI,77251,software engineer,66651
I-200-15082-529948,3/23/2015,3/27/2015,LA,145000,assistant professor,66654
I-200-10067-512677,3/8/2010,1/3/2013,NV,77230,software engineer,66658
I-200-11284-193886,10/11/2011,2/5/2013,IA,115000,assistant professor,66661
I-200-12090-635360,3/30/2012,1/9/2014,LA,93699,assistant professor,66664
I-200-11305-637662,11/2/2011,3/3/2014,SC,77220,assistant professor,66667
I-200-14304-118743,12/29/2014,1/5/2015,OR,77215,software engineer,66670
I-200-15079-996544,3/20/2015,3/31/2015,AL,234000,assistant professor,66673
I-200-14183-579805,7/2/2014,7/9/2014,AL,124800,assistant professor,66676
I-200-15075-028605,3/16/2015,3/20/2015,AL,85000,assistant professor,66679
I-200-15061-235581,3/2/2015,3/6/2015,NJ,115000,software engineer,66682
I-200-15014-243565,1/20/2015,1/26/2015,IL,110000,software engineer,66685
I-200-15029-123989,1/30/2015,2/5/2015,NJ,100000,software engineer,66688
I-200-15041-213999,2/11/2015,2/18/2015,NJ,98000,software engineer,66691
I-200-14276-742037,10/3/2014,10/9/2014,NJ,95000,software engineer,66694
I-200-14226-675575,8/14/2014,8/20/2014,NJ,95000,software engineer,66697
I-200-11312-057940,11/8/2011,11/15/2011,CA,92000,software engineer,66700
I-200-14283-210169,10/10/2014,10/17/2014,NJ,90000,software engineer,66703
I-200-14310-326077,11/6/2014,11/13/2014,NJ,90000,software engineer,66706
I-200-15068-564392,3/17/2015,3/23/2015,NJ,90000,software engineer,66709
I-200-14315-572330,11/11/2014,11/17/2014,NJ,89550,software engineer,66712
I-200-15014-020001,1/14/2015,1/15/2015,NJ,87550,software engineer,66715
I-200-15021-229935,1/21/2015,1/27/2015,NJ,86000,software engineer,66718
I-200-14353-014313,12/19/2014,12/26/2014,NJ,85000,software engineer,66721
I-200-14245-047322,9/2/2014,9/8/2014,NJ,85000,software engineer,66724
I-200-14335-062172,12/1/2014,12/5/2014,NJ,84000,software engineer,66727
I-200-13206-324345,7/25/2013,7/31/2013,NY,83000,business analyst,66730
I-200-14136-890752,5/16/2014,5/22/2014,PA,82500,business analyst,66733
I-200-15012-266085,1/12/2015,1/17/2015,NJ,81000,software engineer,66736
I-200-14290-885955,10/17/2014,10/23/2014,NJ,80000,software engineer,66739
I-200-14357-515925,12/23/2014,12/30/2014,NJ,80000,software engineer,66742
I-200-15044-869152,2/13/2015,2/23/2015,NJ,80000,software engineer,66745
I-203-14349-233614,12/15/2014,12/19/2014,NJ,80000,software engineer,66748
I-200-14205-121024,7/29/2014,8/4/2014,NJ,80000,software engineer,66751
I-200-14224-710862,8/12/2014,8/19/2014,NJ,80000,software engineer,66754
I-200-14237-693169,8/25/2014,8/29/2014,NJ,80000,software engineer,66757
I-200-13338-827728,12/5/2013,12/11/2013,FL,80000,assistant professor,66760
A-14289-16469,10/17/2014,11/6/2014,NEW JERSEY,79000,software engineer,66763
A-14289-16478,10/27/2014,3/19/2015,NEW JERSEY,78000,software engineer,66766
A-14303-20973,10/30/2014,3/20/2015,NEW JERSEY,78000,software engineer,66769
I-200-14308-729644,11/4/2014,11/10/2014,NJ,78000,software engineer,66772
I-200-15055-311924,2/26/2015,3/4/2015,IL,78000,software engineer,66775
I-200-15075-642210,3/16/2015,3/20/2015,NJ,78000,software engineer,66778
I-200-15077-281777,3/18/2015,3/27/2015,NJ,78000,software engineer,66781
I-200-15083-481186,3/24/2015,3/30/2015,NJ,78000,software engineer,66784
I-200-14195-743723,7/14/2014,7/21/2014,NJ,78000,software engineer,66787
A-14276-12864,10/21/2014,4/14/2015,NEW JERSEY,77500,software engineer,66790
I-200-15063-455287,3/4/2015,3/10/2015,NJ,77500,software engineer,66793
I-200-14212-991604,7/31/2014,8/6/2014,NJ,77300,software engineer,66796
A-14156-75235,12/29/2014,6/26/2015,NEW JERSEY,77210,software engineer,66799
A-14293-17233,10/20/2014,4/16/2015,NEW JERSEY,77210,software engineer,66802
A-14296-18710,10/23/2014,4/9/2015,NEW JERSEY,77210,software engineer,66805
A-14296-18738,10/23/2014,4/15/2015,NEW JERSEY,77210,software engineer,66808
