CASE_NUMBER,CASE_RECEIVED_DATE,DECISION_DATE,WORK_STATE,PAID_WAGE_PER_YEAR,JOB_TITLE_SUBGROUP,order,
I-200-14266-542375,9/23/2014,9/29/2014,TX,68640,software engineer,96540,0
I-200-15068-081149,3/9/2015,3/13/2015,TX,65228.8,software engineer,96546,0
I-200-14251-407969,9/8/2014,9/12/2014,TX,95000,assistant professor,96555,0
I-200-15014-314999,1/14/2015,1/22/2015,TX,83672,assistant professor,96564,0
I-200-14114-583213,4/25/2014,5/1/2014,IL,65200,assistant professor,96571,0
I-200-15029-963994,1/29/2015,2/25/2015,OH,110000,business analyst,96580,0
I-200-14295-555268,10/22/2014,10/28/2014,OH,72000,business analyst,96589,0
I-200-14196-306677,7/15/2014,7/21/2014,OH,65500,business analyst,96595,0
I-200-14188-717094,7/8/2014,7/14/2014,NJ,81500,software engineer,96605,0
I-200-15064-384233,3/5/2015,3/11/2015,WI,110000,business analyst,96616,0
I-200-14290-497433,10/27/2014,10/31/2014,SC,72000,software engineer,96622,0
I-200-15019-235797,1/19/2015,1/23/2015,WI,65200,business analyst,96631,0
I-200-11276-434122,10/5/2011,10/12/2011,CT,65125,business analyst,96640,0
I-200-13269-598833,9/26/2013,11/1/2013,AL,69765,assistant professor,96646,0
I-200-13058-695795,2/27/2013,4/22/2013,IA,70720,business analyst,96655,0
I-200-15064-921757,3/11/2015,3/18/2015,NJ,68640,business analyst,96666,0
I-200-14198-323685,7/22/2014,7/28/2014,MD,75000,software engineer,96672,0
I-200-15065-710866,3/6/2015,3/12/2015,NJ,70000,business analyst,96681,0
I-200-15063-339094,3/4/2015,3/10/2015,NJ,68000,business analyst,96690,0
I-200-14247-631220,9/4/2014,9/10/2014,NJ,67000,software engineer,96696,0
I-200-14300-469885,10/27/2014,10/31/2014,NJ,66000,business analyst,96705,0
I-200-15061-452084,3/2/2015,3/6/2015,NJ,66000,business analyst,96714,0
I-200-15068-834571,3/12/2015,3/18/2015,NJ,66000,business analyst,96720,0
I-200-15071-886686,3/12/2015,3/18/2015,NJ,66000,business analyst,96729,0
I-200-15073-868913,3/14/2015,3/19/2015,NJ,66000,business analyst,96738,0
I-200-15075-257317,3/16/2015,3/20/2015,NJ,66000,business analyst,96744,0
I-200-15075-802349,3/16/2015,3/20/2015,NJ,66000,business analyst,96753,0
I-200-15078-457430,3/19/2015,3/25/2015,NJ,66000,business analyst,96762,0
I-200-15079-356523,3/20/2015,3/26/2015,NJ,66000,business analyst,96768,0
I-200-15086-958606,3/27/2015,3/27/2015,NJ,66000,business analyst,96777,0
I-200-15075-887754,3/16/2015,3/20/2015,NJ,65250,business analyst,96786,0
I-200-15069-716242,3/10/2015,3/16/2015,NJ,65150,business analyst,96792,0
I-200-15050-789126,2/19/2015,3/2/2015,NJ,65100,business analyst,96801,0
I-200-15062-080545,3/3/2015,3/9/2015,NJ,65100,business analyst,96810,0
I-200-15065-138042,3/6/2015,3/12/2015,NJ,65100,business analyst,96816,0
I-200-15072-131156,3/13/2015,3/19/2015,NJ,65100,business analyst,96825,0
I-200-15076-107022,3/17/2015,3/23/2015,NJ,65100,business analyst,96834,0
I-200-15084-625048,3/25/2015,3/31/2015,NJ,65100,business analyst,96840,0
I-200-14251-628191,9/8/2014,9/12/2014,NJ,65083,data analyst,96849,0
I-200-14304-675254,10/31/2014,11/6/2014,NJ,65083,business analyst,96858,0
I-200-15013-197315,1/13/2015,1/20/2015,NJ,65083,business analyst,96864,0
I-200-15050-904022,2/19/2015,2/25/2015,NJ,65083,business analyst,96873,0
I-200-15064-579787,3/5/2015,3/7/2015,NJ,65083,business analyst,96882,0
I-200-15068-309789,3/9/2015,3/13/2015,TX,65083,business analyst,96888,0
I-200-15072-008209,3/16/2015,3/25/2015,NJ,65083,business analyst,96897,0
I-200-15073-929868,3/14/2015,3/24/2015,NJ,65083,business analyst,96906,0
I-200-15078-182133,3/19/2015,3/30/2015,NJ,65083,business analyst,96912,0
I-200-15079-983761,3/20/2015,3/26/2015,NJ,65083,business analyst,96921,0
I-200-15084-495396,3/25/2015,3/31/2015,NJ,65083,business analyst,96930,0
I-200-14111-172828,4/24/2014,4/30/2014,NC,65083,business analyst,96936,0
I-200-14078-725494,3/19/2014,1/27/2015,NY,66000,business analyst,96945,0
I-200-13232-414943,8/20/2013,8/26/2013,TX,75000,software engineer,96954,0
I-200-13205-893792,7/24/2013,7/30/2013,TX,70000,software engineer,96960,0
I-200-14120-312233,4/30/2014,5/6/2014,TX,65100,software engineer,96969,0
I-200-11314-017364,11/10/2011,11/17/2011,CA,65042,business analyst,96978,0
I-200-13235-440846,8/23/2013,8/29/2013,TX,65041.6,software engineer,96984,0
I-200-15048-916835,2/17/2015,2/23/2015,CA,75000,software engineer,96997,0
I-200-15026-622049,1/26/2015,2/2/2015,CA,66000,software engineer,97006,0
I-200-14196-729294,7/15/2014,11/13/2014,CA,65021,software engineer,97012,0
I-200-15061-164833,3/2/2015,3/6/2015,CA,65021,software engineer,97021,0
I-200-15062-072912,3/3/2015,3/9/2015,CA,65021,software engineer,97030,0
I-200-15063-093194,3/4/2015,3/10/2015,CA,65021,software engineer,97036,0
I-200-15064-500475,3/5/2015,3/11/2015,CA,65021,software engineer,97045,0
I-200-14038-995035,2/16/2014,2/21/2014,IL,65021,software engineer,97054,0
I-200-14205-690864,7/24/2014,7/30/2014,CA,65021,software engineer,97060,0
I-200-11325-324147,11/21/2011,11/28/2011,WA,65021,business analyst,97069,0
I-200-14100-241892,4/14/2014,4/18/2014,MA,100000,assistant professor,97078,0
I-200-11299-983481,10/26/2011,10/31/2011,OH,94200,business analyst,97084,0
I-200-13217-511110,8/8/2013,8/14/2013,MI,85009.96,software engineer,97093,0
I-200-15076-330813,3/17/2015,3/23/2015,MI,80000,software engineer,97102,0
I-200-14167-045935,6/16/2014,6/20/2014,MI,80000,software engineer,97108,0
I-200-14048-512078,2/17/2014,2/21/2014,MI,75000,software engineer,97117,0
I-200-14163-699490,6/12/2014,6/18/2014,MI,72000,software engineer,97126,0
I-200-14066-940640,3/7/2014,3/13/2014,MI,70000,software engineer,97132,0
I-200-12271-234343,9/28/2012,10/4/2012,CA,68190.72,software engineer,97141,0
I-200-13322-801623,11/18/2013,10/7/2014,MI,65000,software engineer,97153,0
I-200-15028-763099,1/28/2015,2/3/2015,MI,65000,software engineer,97159,0
I-200-14070-742634,3/11/2014,3/17/2014,MI,65000,software engineer,97168,0
I-200-14078-299358,3/19/2014,3/25/2014,MI,65000,software engineer,97177,0
I-200-14087-594683,3/28/2014,4/3/2014,MI,65000,software engineer,97183,0
I-200-13130-165233,5/10/2013,5/16/2013,NJ,65000,software engineer,97192,0
I-200-11273-052016,9/30/2011,10/6/2011,IL,65000,software engineer,97201,0
I-200-11296-372679,10/23/2011,10/27/2011,TX,65000,business analyst,97207,0
I-200-14198-690168,7/17/2014,7/23/2014,MA,65000,assistant professor,97216,0
I-200-15041-083573,2/10/2015,2/10/2015,NC,117500,assistant professor,97225,0
I-200-14160-413563,6/9/2014,6/14/2014,IA,70000,assistant professor,97231,0
I-200-15033-453475,2/4/2015,2/13/2015,MI,130000,software engineer,97241,0
I-200-15034-136099,2/4/2015,2/10/2015,OH,85000,business analyst,97250,0
I-200-14303-825389,10/30/2014,11/5/2014,MI,80000,software engineer,97256,0
I-200-14275-396466,10/2/2014,10/8/2014,MI,77016,software engineer,97265,0
I-200-15065-853078,3/6/2015,3/12/2015,MI,75000,software engineer,97274,0
I-200-14223-286713,8/19/2014,8/25/2014,MI,73000,software engineer,97280,0
I-200-15073-018181,3/14/2015,3/19/2015,MI,70500,software engineer,97289,0
I-200-15042-144735,2/11/2015,2/18/2015,MI,70000,software engineer,97298,0
I-200-15068-144943,3/9/2015,3/13/2015,MI,70000,software engineer,97304,0
I-200-15069-591614,3/10/2015,3/16/2015,MI,70000,business analyst,97313,0
I-200-15048-588630,2/17/2015,2/23/2015,MI,66000,software engineer,97322,0
I-200-14270-103092,9/27/2014,10/2/2014,MI,65000,software engineer,97328,0
I-200-15068-139366,3/9/2015,3/13/2015,MI,65000,software engineer,97337,0
I-200-15072-268892,3/13/2015,3/19/2015,MI,65000,software engineer,97346,0
I-200-15076-695636,3/17/2015,3/23/2015,MI,65000,software engineer,97352,0
I-200-14203-370521,7/22/2014,7/28/2014,MI,65000,software engineer,97361,0
I-200-14210-584691,7/29/2014,8/5/2014,MD,65000,business analyst,97370,0
I-200-15074-027108,3/15/2015,3/19/2015,MI,64979,software engineer,97376,0
I-200-14197-890321,7/16/2014,7/22/2014,MI,64979,software engineer,97385,0
I-200-14003-022275,1/3/2014,1/9/2014,NV,93456,assistant professor,97394,0
I-200-15071-836656,3/12/2015,3/18/2015,TN,66310.4,data analyst,97400,0
I-200-15078-482534,3/19/2015,3/30/2015,NY,64956,assistant professor,97409,0
I-200-13074-681290,3/15/2013,3/21/2013,NY,64956,assistant professor,97418,0
I-200-13156-074809,6/7/2013,6/13/2013,NY,64956,assistant professor,97424,0
I-200-14192-237721,7/14/2014,7/22/2014,TX,126000,assistant professor,97433,0
I-200-11068-333881,3/10/2011,2/11/2013,CO,125000,assistant professor,97442,0
I-200-13144-510395,5/24/2013,5/31/2013,MA,96000,assistant professor,97448,0
I-200-11325-020924,11/22/2011,11/23/2011,PA,75000,software engineer,97457,0
I-200-14310-442458,11/12/2014,11/18/2014,IL,65000,data analyst,97466,0
I-200-14058-096349,2/27/2014,2/27/2014,VA,65000,business analyst,97472,0
I-200-13102-236374,4/12/2013,4/18/2013,MA,64917,business analyst,97481,0
I-200-13326-856649,11/22/2013,11/29/2013,MI,72000,data analyst,97490,0
I-200-13154-533132,6/3/2013,6/7/2013,TX,78000,assistant professor,97496,0
I-200-13137-843921,5/17/2013,6/17/2013,FL,80916,assistant professor,97505,0
I-200-13065-020023,3/14/2013,3/20/2013,MO,77400,business analyst,97514,0
I-200-14015-823481,1/17/2014,1/24/2014,KS,64875,software engineer,97520,0
A-15083-61332,3/30/2015,5/8/2015,FLORIDA,132000,assistant professor,97529,0
I-200-15078-138522,3/25/2015,3/31/2015,MI,65520,business analyst,97538,0
I-200-13189-410456,7/9/2013,7/15/2013,PA,90000,assistant professor,97544,0
I-200-13248-416155,9/5/2013,4/17/2014,OR,75000,assistant professor,97553,0
I-200-15063-954786,3/10/2015,3/16/2015,TX,70000.08,software engineer,97562,0
I-200-15026-889927,1/26/2015,1/30/2015,TX,65600,software engineer,97568,0
I-200-15071-980446,3/12/2015,3/18/2015,TX,65500,software engineer,97577,0
I-200-15077-052373,3/19/2015,3/25/2015,TX,64813,software engineer,97586,0
I-200-15036-720277,2/5/2015,2/11/2015,FL,67000,assistant professor,97592,0
I-200-11285-056884,10/12/2011,10/18/2011,CA,65000,software engineer,97601,0
I-200-11299-851861,10/26/2011,6/26/2013,CA,64800,software engineer,97610,0
I-200-11273-561116,9/30/2011,6/26/2013,OR,64800,software engineer,97616,0
I-200-11312-203311,11/8/2011,11/15/2011,CA,64800,software engineer,97625,0
I-200-13309-260434,11/5/2013,11/13/2013,MI,65000,software engineer,97634,0
I-200-11270-019154,9/27/2011,10/3/2011,RI,64792,software engineer,97640,0
I-200-13084-392752,3/25/2013,4/11/2013,MA,76000,software engineer,97649,0
I-200-12332-229377,11/29/2012,12/5/2012,MA,71000,software engineer,97658,0
I-200-15061-164322,3/2/2015,3/6/2015,AZ,69410,software engineer,97664,0
I-200-14077-273002,3/18/2014,3/24/2014,CT,64760,assistant professor,97673,0
I-200-13060-155685,3/1/2013,3/7/2013,VA,106890,assistant professor,97683,0
I-200-11298-570202,10/26/2011,11/1/2011,FL,105000,assistant professor,97689,0
I-200-15072-968169,3/13/2015,3/19/2015,AR,89669,software engineer,97698,0
I-200-12362-849795,12/27/2012,1/3/2013,RI,65000,software engineer,97707,0
I-200-13073-937409,3/14/2013,3/20/2013,RI,65000,software engineer,97713,0
I-200-13028-504212,3/11/2013,3/15/2013,RI,64709,software engineer,97722,0
I-200-13213-815815,8/1/2013,8/7/2013,MN,64703,assistant professor,97732,0
I-200-12349-324658,12/14/2012,12/20/2012,WA,78000,data analyst,97738,0
I-200-13311-980348,11/7/2013,11/14/2013,TX,66560,data analyst,97747,0
I-200-15063-505680,3/5/2015,3/11/2015,NV,70000,business analyst,97756,0
I-200-14028-780122,1/28/2014,2/4/2014,TX,64667,business analyst,97762,0
I-200-13152-438161,6/1/2013,6/6/2013,MI,123000,assistant professor,97771,0
I-200-13112-889629,5/1/2013,5/7/2013,MA,77000,data analyst,97780,0
I-200-13078-933871,3/19/2013,3/25/2013,NY,70000,data analyst,97786,0
I-200-13058-750591,2/27/2013,3/5/2013,MA,70000,business analyst,97795,0
I-200-13074-753010,3/15/2013,3/21/2013,MA,70000,business analyst,97804,0
I-200-13059-622179,2/28/2013,5/28/2013,MA,70000,business analyst,97810,0
I-200-12278-843970,10/4/2012,11/16/2014,MA,65000,business analyst,97819,0
I-200-13077-052554,3/18/2013,3/22/2013,MA,65000,business analyst,97828,0
I-200-13057-489930,2/26/2013,7/23/2013,MA,65000,business analyst,97834,0
I-200-13025-578226,1/25/2013,1/31/2013,MA,64646,business analyst,97843,0
I-200-14063-291284,3/4/2014,3/10/2014,TX,64626,business analyst,97854,0
I-200-13116-066267,4/26/2013,4/30/2013,WI,58899,assistant professor,97861,0
I-200-13304-971925,10/31/2013,11/12/2013,TN,64604.8,software engineer,97870,0
I-200-13029-027072,2/5/2013,2/11/2013,MA,72000,assistant professor,97879,0
I-200-13192-026682,7/11/2013,7/17/2013,AL,72000,assistant professor,97885,0
A-14156-75402,6/5/2014,4/3/2015,TEXAS,64584,business analyst,97894,0
A-14199-90078,7/18/2014,4/7/2015,TEXAS,64584,business analyst,97903,0
I-200-13330-948871,11/26/2013,12/3/2013,TN,73118,assistant professor,97909,0
I-200-14245-132217,9/2/2014,9/8/2014,WI,92500,assistant professor,97920,0
I-200-14125-711835,6/2/2014,6/6/2014,NY,64563,software engineer,97930,0
I-200-14241-900549,8/29/2014,9/5/2014,TX,86000,data analyst,97937,0
I-200-13220-871258,8/8/2013,3/4/2014,CT,73400,software engineer,97946,0
I-200-14069-986235,3/10/2014,3/17/2014,CT,70000,software engineer,97955,0
I-200-14088-115125,3/29/2014,4/3/2014,CT,65000,software engineer,97961,0
I-200-13032-654016,2/5/2013,2/11/2013,WA,83392,software engineer,97970,0
I-200-13057-377541,3/8/2013,3/14/2013,CT,80000,software engineer,97979,0
I-200-13058-399254,3/8/2013,3/14/2013,CT,80000,software engineer,97985,0
I-200-13070-917127,3/11/2013,3/15/2013,CT,80000,software engineer,97994,0
I-200-13058-263852,3/8/2013,8/9/2013,CT,80000,software engineer,98003,0
I-200-15034-311833,2/3/2015,2/9/2015,CA,75000,software engineer,98009,0
I-200-13010-075454,1/15/2013,1/22/2013,WA,70000,software engineer,98018,0
I-200-15066-148889,3/7/2015,3/12/2015,CA,65000,software engineer,98027,0
I-200-13072-843595,3/13/2013,3/19/2013,CT,65000,software engineer,98033,0
I-200-12272-582349,9/28/2012,10/4/2012,CT,64522,software engineer,98042,0
I-200-13058-840236,2/27/2013,3/5/2013,CT,85280,software engineer,98051,0
I-200-14006-478299,1/6/2014,1/10/2014,TX,90000,assistant professor,98057,0
A-14283-14922,10/10/2014,3/6/2015,CALIFORNIA,64501,software engineer,98066,0
I-200-13067-424514,3/8/2013,3/14/2013,VA,65000,software engineer,98075,0
I-200-15062-268384,3/6/2015,3/12/2015,TX,90300,business analyst,98086,0
I-200-15019-257970,1/23/2015,1/29/2015,TX,77700,data analyst,98095,0
I-200-15065-725530,3/16/2015,3/20/2015,TX,77700,business analyst,98104,0
I-200-11259-562568,10/28/2011,11/3/2011,MO,66085.06,software engineer,98110,0
I-200-15034-411590,2/4/2015,2/10/2015,TX,65000,data analyst,98119,0
I-200-14038-288592,2/7/2014,2/13/2014,OK,64480,software engineer,98130,0
I-200-14040-326221,2/10/2014,2/15/2014,NC,76000,assistant professor,98136,0
I-200-15040-035922,2/10/2015,2/17/2015,IA,70000,software engineer,98146,0
I-200-13119-084612,4/30/2013,5/6/2013,CO,98155,software engineer,98155,0
I-200-15057-299907,3/5/2015,3/16/2015,TX,97999.72,software engineer,98161,0
I-200-15063-134566,3/4/2015,3/4/2015,TX,95000,software engineer,98170,0
I-200-14184-709193,7/3/2014,7/10/2014,TX,85000,software engineer,98179,0
I-200-15058-423180,2/27/2015,3/10/2015,TX,84000,software engineer,98185,0
I-200-14245-527596,9/2/2014,9/8/2014,TX,78722.6,software engineer,98194,0
I-200-14238-589579,8/27/2014,9/3/2014,TX,77700,software engineer,98203,0
I-200-15054-451175,2/23/2015,2/27/2015,OK,76773,software engineer,98209,0
I-200-15055-221970,2/24/2015,3/2/2015,TX,75000,software engineer,98218,0
I-200-15071-110610,3/12/2015,3/18/2015,TX,75000,software engineer,98227,0
I-200-14325-362256,11/25/2014,12/2/2014,TX,74000,software engineer,98233,0
I-200-15068-002260,3/9/2015,3/10/2015,TX,72000,software engineer,98242,0
I-200-14245-187511,9/2/2014,9/8/2014,TX,71000,software engineer,98251,0
I-200-14282-395756,10/9/2014,10/16/2014,TX,70000,software engineer,98257,0
I-200-14346-869302,12/12/2014,12/18/2014,TX,70000,software engineer,98266,0
I-200-15044-375722,2/13/2015,2/22/2015,TX,70000,software engineer,98275,0
I-200-15065-627255,3/6/2015,3/12/2015,TX,70000,software engineer,98281,0
I-200-15070-817916,3/11/2015,3/18/2015,TX,70000,software engineer,98290,0
I-200-15072-828535,3/13/2015,3/19/2015,TX,70000,software engineer,98299,0
I-200-15074-545956,3/15/2015,3/19/2015,TX,70000,software engineer,98305,0
I-200-15083-635265,3/24/2015,3/30/2015,TX,70000,software engineer,98314,0
I-200-14258-360841,9/15/2014,9/19/2014,TX,70000,software engineer,98323,0
I-200-15071-392620,3/12/2015,3/18/2015,TX,67500,software engineer,98329,0
I-200-15076-352724,3/17/2015,3/23/2015,TX,66000,software engineer,98338,0
I-200-15068-159335,3/9/2015,3/13/2015,TX,65250,software engineer,98347,0
I-200-15068-653408,3/9/2015,3/13/2015,TX,65250,software engineer,98353,0
I-200-15073-609534,3/15/2015,3/19/2015,TX,65250,software engineer,98362,0
I-200-15079-299900,3/20/2015,3/26/2015,TX,65250,software engineer,98371,0
I-200-14281-538480,10/9/2014,10/16/2014,TX,65000,software engineer,98377,0
I-200-14337-304885,12/3/2014,12/9/2014,TX,65000,software engineer,98386,0
I-200-15007-396396,1/7/2015,1/13/2015,TX,65000,software engineer,98395,0
I-200-15013-170320,1/13/2015,1/20/2015,TX,65000,software engineer,98401,0
I-200-15013-579378,1/13/2015,1/20/2015,TX,65000,software engineer,98410,0
I-200-15027-477189,1/27/2015,2/2/2015,TX,65000,software engineer,98419,0
I-200-15042-224496,2/11/2015,2/18/2015,TX,65000,software engineer,98425,0
I-200-15061-517368,3/3/2015,3/9/2015,TX,65000,software engineer,98434,0
I-200-15064-316793,3/5/2015,3/11/2015,TX,65000,software engineer,98443,0
I-200-15066-775657,3/7/2015,3/12/2015,TX,65000,software engineer,98449,0
I-200-15069-150312,3/10/2015,3/16/2015,TX,65000,software engineer,98458,0
I-200-15069-685543,3/10/2015,3/16/2015,TX,65000,software engineer,98467,0
I-200-15069-815648,3/11/2015,3/18/2015,TX,65000,software engineer,98473,0
I-200-15070-194116,3/11/2015,3/18/2015,TX,65000,software engineer,98482,0
I-200-15070-731293,3/11/2015,3/18/2015,TX,65000,software engineer,98491,0
I-200-15071-331597,3/12/2015,3/18/2015,TX,65000,software engineer,98497,0
I-200-15073-122849,3/14/2015,3/19/2015,TX,65000,software engineer,98506,0
I-200-15075-551288,3/16/2015,3/20/2015,TX,65000,software engineer,98515,0
I-200-15076-302739,3/17/2015,3/23/2015,TX,65000,software engineer,98521,0
I-200-15076-944509,3/17/2015,3/23/2015,TX,65000,software engineer,98530,0
I-200-15078-204965,3/19/2015,3/25/2015,TX,65000,software engineer,98539,0
I-200-15078-956323,3/19/2015,3/25/2015,TX,65000,software engineer,98545,0
I-200-15081-395915,3/22/2015,3/26/2015,TX,65000,software engineer,98554,0
I-200-15084-178191,3/25/2015,3/31/2015,TX,65000,software engineer,98563,0
I-200-15084-735511,3/25/2015,3/31/2015,TX,65000,software engineer,98569,0
I-200-14219-720658,8/7/2014,8/13/2014,TX,65000,software engineer,98578,0
I-200-14253-149452,9/10/2014,9/16/2014,TX,65000,software engineer,98587,0
I-200-15078-130108,3/19/2015,3/25/2015,TX,65000,data analyst,98593,0
I-200-15040-236777,2/10/2015,2/17/2015,TX,64500,software engineer,98602,0
I-200-15076-420195,3/17/2015,3/23/2015,TX,64500,software engineer,98611,0
I-200-14219-416090,8/7/2014,8/13/2014,TX,64500,software engineer,98617,0
